##[["FCS genome report", 2, 1], {"git-rev": "v0.5.5-9-gfc836c1", "run-date": "Sat Oct 11 22:07:47 2025", "db": {"build-date": "2023-01-24", "seqs": 3025824, "Gbp": 709.264}, "run-info": {"agg-cvg": 0.523371, "asserted-div": "anml:insects", "inferred-primary-divs": ["anml:insects"], "corrected-primary-divs": ["anml:insects"], "genome-hash": "5d500aa9f0d02343"}}]
#seq_id	start_pos	end_pos	seq_len	action	div	agg_cont_cov	top_tax_name
ptg004187l	1	43955	43955	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004188l	1	34427	34427	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004189l	1	42326	42326	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004190l	1	21826	21826	EXCLUDE	prok:a-proteobacteria	96	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004191l	1	42161	42161	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004192l	1	39160	39160	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004193l	1	31726	31726	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004195l	1	47958	47958	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg004196l	1	29860	29860	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Nilaparvata lugens
ptg004197l	1	55120	55120	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg004198l	1	55991	55991	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg004199l	1	33161	33161	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Nilaparvata lugens
ptg004200l	1	41191	41191	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg004201l	1	58069	58069	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Nilaparvata lugens
ptg004202l	1	47048	47048	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004203l	1	38797	38797	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004204l	1	31117	31117	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004205l	1	46411	46411	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004206l	1	38718	38718	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004207l	1	32437	32437	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004208l	1	43961	43961	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004209l	1	52490	52490	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004210l	1	52984	52984	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004211l	1	21021	21021	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004212l	1	30960	30960	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004213l	1	46650	46650	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg004214l	1	24829	24829	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg004215l	1	23260	23260	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004216l	1	29258	29258	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg004217l	1	31307	31307	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004219l	1	49595	49595	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004220l	1	49961	49961	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004221l	1	32651	32651	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004222l	1	39061	39061	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg004223l	1	40535	40535	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004224l	1	33625	33625	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg004225l	1	40119	40119	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004226l	1	37993	37993	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004227l	1	37805	37805	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004228l	1	53678	53678	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004229l	1	28869	28869	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg004230l	1	31566	31566	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004231l	1	23800	23800	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg004232l	1	54830	54830	EXCLUDE	prok:a-proteobacteria	96	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg004233l	1	30476	30476	EXCLUDE	prok:a-proteobacteria	94	Wolbachia endosymbiont (group B) of Melanostoma mellinum
ptg004234l	1	32901	32901	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg004235l	1	48604	48604	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg004236l	1	36666	36666	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Melanostoma mellinum
ptg004237l	1	39385	39385	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004238l	1	42296	42296	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004239l	1	41486	41486	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004240l	1	28308	28308	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg004241l	1	31829	31829	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg004242l	1	44302	44302	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004243l	1	25514	25514	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004244l	1	30388	30388	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004245l	1	20300	20300	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg004246l	1	50031	50031	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004247l	1	60744	60744	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004248l	1	28582	28582	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004249l	1	56856	56856	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg004250l	1	36742	36742	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004251l	1	33801	33801	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004252l	1	41366	41366	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004253l	1	61848	61848	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Spodoptera picta
ptg004254l	1	29357	29357	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004255l	1	30011	30011	EXCLUDE	prok:a-proteobacteria	97	Wolbachia endosymbiont of Tribolium confusum
ptg004256l	1	32409	32409	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004257l	1	54465	54465	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Spodoptera picta
ptg004258l	1	25236	25236	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004260l	1	34902	34902	EXCLUDE	prok:b-proteobacteria	100	Delftia acidovorans
ptg004270l	1	37030	37030	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Spodoptera picta
ptg004271l	1	41096	41096	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg004272l	1	25909	25909	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004273l	1	34219	34219	EXCLUDE	prok:a-proteobacteria	97	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004274l	1	32353	32353	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004275l	1	49400	49400	EXCLUDE	prok:a-proteobacteria	99	Wolbachia endosymbiont of Tribolium confusum
ptg004276l	1	48523	48523	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg004277l	1	69279	69279	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004278l	1	25666	25666	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004279l	1	31286	31286	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004280l	1	39860	39860	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004282l	1	29457	29457	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004283l	1	37641	37641	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004284l	1	28123	28123	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004285l	1	58658	58658	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004286l	1	35917	35917	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004287l	1	31042	31042	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004288l	1	43198	43198	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004289l	1	34147	34147	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg004290l	1	54962	54962	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004291l	1	40256	40256	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004292l	1	31375	31375	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Bemisia tabaci
ptg004293l	1	102986	102986	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004294l	1	21146	21146	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Bemisia tabaci
ptg004295l	1	39097	39097	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004296l	1	25267	25267	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004297l	1	56960	56960	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004298l	1	61900	61900	EXCLUDE	prok:b-proteobacteria	100	Delftia acidovorans
ptg004299l	1	36344	36344	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg004300l	1	37680	37680	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004301l	1	43721	43721	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004302l	1	39635	39635	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg004303l	1	58026	58026	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004304l	1	33407	33407	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004305l	1	31428	31428	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004306l	1	33896	33896	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg004307l	1	34336	34336	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg004308l	1	38707	38707	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg004309l	1	37388	37388	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg004310l	1	38549	38549	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg004311l	1	47895	47895	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004312l	1	56062	56062	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg004313l	1	36413	36413	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg004314l	1	35203	35203	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Eucosma cana
ptg004315l	1	54111	54111	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004316l	1	24438	24438	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Eucosma cana
ptg004317l	1	17866	17866	EXCLUDE	prok:a-proteobacteria	97	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg004318l	1	38608	38608	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004319l	1	49155	49155	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg004320l	1	50714	50714	EXCLUDE	prok:a-proteobacteria	97	Wolbachia endosymbiont of Spodoptera picta
ptg004321l	1	32093	32093	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004322l	1	45833	45833	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg004323l	1	24552	24552	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004324l	1	36283	36283	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004325l	1	29813	29813	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Drosophila mauritiana
ptg004326l	1	31774	31774	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004327l	1	26400	26400	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004328l	1	59262	59262	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Phalera bucephala
ptg004329l	1	29660	29660	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004330l	1	30234	30234	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Melanostoma mellinum
ptg004331l	1	32617	32617	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg004332l	1	48121	48121	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Phalera bucephala
ptg004333l	1	31190	31190	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004334l	1	35848	35848	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004335l	1	36747	36747	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004336l	1	79532	79532	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004337l	1	28096	28096	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Melanostoma mellinum
ptg004338l	1	35487	35487	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004339l	1	32694	32694	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004340l	1	33281	33281	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg004341l	1	32302	32302	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004342l	1	53964	53964	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Nilaparvata lugens
ptg004343l	1	33792	33792	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg004344l	1	45095	45095	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Nilaparvata lugens
ptg004345l	1	36415	36415	EXCLUDE	prok:a-proteobacteria	97	Wolbachia endosymbiont of Tribolium confusum
ptg004346l	1	43089	43089	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg004347l	1	40245	40245	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Nilaparvata lugens
ptg004348l	1	63093	63093	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Diaphorina citri
ptg004349l	1	32619	32619	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004350l	1	41560	41560	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004351l	1	46679	46679	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg004352l	1	44562	44562	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004353l	1	42971	42971	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004354l	1	18750	18750	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg004355l	1	24946	24946	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg004356l	1	36967	36967	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Eucosma cana
ptg004357l	1	42304	42304	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Homalodisca vitripennis
ptg004358l	1	37393	37393	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004359l	1	45109	45109	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg004360l	1	24781	24781	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004361l	1	32654	32654	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004362l	1	29637	29637	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004363l	1	42561	42561	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004364l	1	68130	68130	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg004365l	1	39151	39151	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg004366l	1	36982	36982	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004367l	1	32013	32013	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004368l	1	32561	32561	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg004369l	1	33529	33529	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004370l	1	23120	23120	EXCLUDE	prok:a-proteobacteria	97	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004371l	1	35494	35494	EXCLUDE	prok:a-proteobacteria	97	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004372l	1	40833	40833	EXCLUDE	prok:a-proteobacteria	97	Wolbachia endosymbiont of Anopheles demeilloni
ptg004373l	1	39291	39291	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
ptg004374l	1	57733	57733	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004375l	1	35724	35724	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004376l	1	31489	31489	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004377l	1	40819	40819	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004378l	1	45032	45032	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004379l	1	30646	30646	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg004380l	1	28872	28872	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004381l	1	49762	49762	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004382l	1	44083	44083	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004383l	1	43841	43841	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004384l	1	42968	42968	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004385l	1	56455	56455	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg004386l	1	34376	34376	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004387l	1	37322	37322	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg004388l	1	30470	30470	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg004389l	1	27130	27130	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg004390l	1	43703	43703	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Phalera bucephala
ptg004391l	1	29358	29358	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Eucosma cana
ptg004392l	1	37396	37396	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004393l	1	34170	34170	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Drosophila mauritiana
ptg004394l	1	24933	24933	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Laodelphax striatellus
ptg004395l	1	36219	36219	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004396l	1	47986	47986	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg004397l	1	32144	32144	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004398l	1	41267	41267	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004399l	1	37080	37080	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Phalera bucephala
ptg004400l	1	37935	37935	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004401l	1	34189	34189	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg004402l	1	31628	31628	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004403l	1	96006	96006	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004404l	1	30587	30587	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg004405l	1	30413	30413	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Chorthippus parallelus
ptg004406l	1	25897	25897	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg004407l	1	60547	60547	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004408l	1	32816	32816	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Spodoptera picta
ptg004409l	1	40550	40550	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Phalera bucephala
ptg004410l	1	52008	52008	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont of Tribolium confusum
ptg004411l	1	47577	47577	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004412l	1	25925	25925	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Drosophila mauritiana
ptg004413l	1	32246	32246	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004414l	1	33990	33990	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004415l	1	30445	30445	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004416l	1	31061	31061	EXCLUDE	prok:a-proteobacteria	98	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004417l	1	34261	34261	EXCLUDE	prok:a-proteobacteria	96	Wolbachia endosymbiont (group B) of Ischnura elegans
ptg004418l	1	39689	39689	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Anopheles demeilloni
ptg004419l	1	31198	31198	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004420l	1	60005	60005	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004421l	1	34238	34238	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004422l	1	48631	48631	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Agriphila straminella
ptg004423l	1	23988	23988	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont of Tribolium confusum
ptg004424l	1	34234	34234	EXCLUDE	prok:a-proteobacteria	100	Wolbachia endosymbiont (group B) of Erebia ligea
